This file was created by CMPT_IND_RETS using the 202402 CRSP database.
It contains value- and equal-weighted returns for  5 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,Cnsmr,Manuf,HiTec,Hlth ,Other
199610,    989.90,   1438.85,   1082.16,   1037.15,    776.16
199611,    995.84,   1485.31,   1070.46,   1029.67,    809.87
199612,   1039.48,   1556.95,   1182.31,   1107.30,    874.07
199701,   1028.49,   1563.45,   1162.75,   1081.89,    857.13
199702,   1066.10,   1621.68,   1254.52,   1189.15,    911.11
199703,   1105.45,   1611.24,   1204.35,   1206.13,    941.68
199704,   1068.35,   1586.62,   1122.74,   1119.88,    891.39
199705,   1112.39,   1639.08,   1197.08,   1191.55,    938.85
199706,   1187.80,   1752.70,   1309.86,   1278.75,    988.43
199707,   1141.78,   1743.58,   1224.27,   1276.72,    972.75
199708,   1216.40,   1859.91,   1362.08,   1309.48,   1065.06
199709,   1181.48,   1795.60,   1339.87,   1242.05,   1017.42
199710,   1253.20,   1885.12,   1411.04,   1332.05,   1103.27
199711,   1225.22,   1815.56,   1344.51,   1322.21,   1074.05
199712,   1297.24,   1876.94,   1414.70,   1367.22,   1110.53
199801,   1337.14,   1900.83,   1400.43,   1423.58,   1167.04
199802,   1338.41,   1873.89,   1485.83,   1509.84,   1148.97
199803,   1464.50,   1997.67,   1615.51,   1611.40,   1257.60
199804,   1564.79,   2107.94,   1691.74,   1675.00,   1331.69
199805,   1552.40,   2141.07,   1751.12,   1720.67,   1366.87
199806,   1603.06,   2096.77,   1654.27,   1693.11,   1335.54
199807,   1550.94,   2060.05,   1720.30,   1671.72,   1331.86
199808,   1511.54,   1944.35,   1758.85,   1680.10,   1318.60
199809,   1310.98,   1739.14,   1480.44,   1484.17,   1041.53
199810,   1347.13,   1837.22,   1707.59,   1697.87,   1031.16
199811,   1477.19,   1962.91,   1830.78,   1784.82,   1113.62
199812,   1607.48,   2019.69,   2021.60,   1919.73,   1187.58
199901,   1706.07,   2023.31,   2342.11,   2027.00,   1228.68
199902,   1725.69,   2003.92,   2678.33,   2047.28,   1252.50
199903,   1700.95,   1968.02,   2440.76,   2088.20,   1266.04
199904,   1728.05,   2096.01,   2594.34,   2158.63,   1306.10
199905,   1787.44,   2324.89,   2727.08,   2048.28,   1403.35
199906,   1770.53,   2288.66,   2691.68,   2028.57,   1356.28
199907,   1823.35,   2293.91,   2935.15,   2126.29,   1510.32
199908,   1759.24,   2318.40,   2911.99,   2049.39,   1426.07
199909,   1688.68,   2339.42,   2990.55,   2161.41,   1360.44
199910,   1638.53,   2272.49,   2993.83,   2019.17,   1302.86
199911,   1721.43,   2380.16,   3161.02,   2294.07,   1463.56
199912,   1772.58,   2288.24,   3534.14,   2354.94,   1432.40
200001,   1834.87,   2441.42,   4148.14,   2239.42,   1457.20
200002,   1699.15,   2335.65,   3986.35,   2432.15,   1398.58
200003,   1616.88,   2235.70,   4543.55,   2370.56,   1316.20
200004,   1803.92,   2403.87,   4803.91,   2327.44,   1518.97
200005,   1778.13,   2447.21,   4336.39,   2473.08,   1483.43
200006,   1781.75,   2487.30,   3880.38,   2394.91,   1546.71
200007,   1623.56,   2033.43,   3988.96,   2834.78,   1772.99
200008,   1639.58,   2021.68,   3784.21,   2678.28,   1877.81
200009,   1628.04,   2208.89,   4202.99,   2798.03,   2061.94
200010,   1677.14,   2213.94,   3691.74,   2935.35,   2093.63
200011,   1735.85,   2237.87,   3484.19,   3065.34,   2078.84
200012,   1741.79,   2205.89,   2761.87,   3141.24,   1949.29
200101,   1851.18,   2379.82,   2589.91,   3273.09,   2046.01
200102,   1941.08,   2291.14,   3014.69,   3024.93,   2051.80
200103,   1898.55,   2274.70,   2363.68,   3027.31,   1972.37
200104,   1846.58,   2227.05,   2121.27,   2805.75,   1903.55
200105,   1961.18,   2433.96,   2453.30,   2955.30,   2038.21
200106,   2015.48,   2472.27,   2424.32,   3030.33,   2132.29
200107,   1974.42,   2268.28,   2520.01,   2894.33,   2121.30
200108,   2049.56,   2260.00,   2439.82,   2974.39,   2079.25
200109,   1980.89,   2211.57,   2168.92,   2891.46,   1977.05
200110,   1837.82,   1966.89,   1876.97,   2883.41,   1829.52
200111,   1890.05,   2048.94,   2054.91,   2934.82,   1832.55
200112,   2032.73,   2110.55,   2346.14,   3089.10,   1986.34
200201,   2116.95,   2192.76,   2374.64,   3007.87,   2078.84
200202,   2180.16,   2183.54,   2345.11,   2941.42,   2066.30
200203,   2236.50,   2265.51,   2118.89,   2929.46,   2077.48
200204,   2318.74,   2439.82,   2250.80,   2974.93,   2204.91
200205,   2331.21,   2397.07,   1990.84,   2753.67,   2152.81
200206,   2334.41,   2364.58,   1975.99,   2711.59,   2143.60
200207,   2218.87,   2356.54,   1703.19,   2335.19,   2096.76
200208,   2015.72,   2128.22,   1556.26,   2284.74,   1983.00
200209,   2058.87,   2113.07,   1565.08,   2303.60,   2015.58
200210,   1889.47,   1942.75,   1352.93,   2186.00,   1814.88
200211,   1986.11,   2013.13,   1626.30,   2315.61,   1937.76
200212,   2015.12,   2109.89,   1898.85,   2429.83,   2028.44
200301,   1935.42,   2094.14,   1692.42,   2342.33,   1945.96
200302,   1859.42,   2029.44,   1672.88,   2346.47,   1906.20
200303,   1829.93,   2007.28,   1697.11,   2344.40,   1860.78
200304,   1872.03,   2047.43,   1700.81,   2339.02,   1883.59
200305,   2032.52,   2144.20,   1886.65,   2444.02,   2118.62
200306,   2163.66,   2284.20,   2080.06,   2560.04,   2235.71
200307,   2145.39,   2321.55,   2137.27,   2805.01,   2213.22
200308,   2192.91,   2352.38,   2238.02,   2835.94,   2304.42
200309,   2304.79,   2454.67,   2364.40,   2755.06,   2324.13
200310,   2259.26,   2413.17,   2336.69,   2766.69,   2338.84
200311,   2443.80,   2551.24,   2544.92,   2787.52,   2505.73
200312,   2504.80,   2599.27,   2597.41,   2838.64,   2552.79
200401,   2545.16,   2824.82,   2701.76,   3005.37,   2678.88
200402,   2558.15,   2832.27,   2819.80,   3113.60,   2760.80
200403,   2688.56,   2914.62,   2785.61,   3142.12,   2823.24
200404,   2714.03,   2919.13,   2727.28,   3031.60,   2770.71
200405,   2710.35,   2929.95,   2629.33,   3149.77,   2686.16
200406,   2698.56,   2965.23,   2725.26,   3152.63,   2748.47
200407,   2688.86,   3100.04,   2760.95,   2864.71,   2700.04
200408,   2581.48,   3069.46,   2588.71,   2704.45,   2644.75
200409,   2572.68,   3100.92,   2509.15,   2743.34,   2705.64
200410,   2609.11,   3227.05,   2563.01,   2707.06,   2741.49
200411,   2692.49,   3239.38,   2703.86,   2643.79,   2776.05
200412,   2820.79,   3458.56,   2810.82,   2667.15,   2911.63
200501,   2933.18,   3521.24,   2905.14,   2828.49,   3074.47
200502,   2914.44,   3535.54,   2747.00,   2712.63,   3031.54
200503,   2941.83,   3860.05,   2736.54,   2776.44,   3041.49
200504,   2931.73,   3799.40,   2697.62,   2766.30,   2974.01
200505,   2827.70,   3664.11,   2612.44,   2886.71,   2943.66
200506,   2977.39,   3749.51,   2810.70,   2933.23,   3044.00
200507,   2984.11,   3644.29,   2681.35,   2750.42,   3008.82
200508,   3139.60,   3825.64,   2804.40,   2870.30,   3095.42
200509,   3046.47,   3885.94,   2802.43,   2874.92,   3052.26
200510,   3037.46,   3982.18,   2825.95,   2844.22,   3093.11
200511,   3041.24,   3740.39,   2777.93,   2774.13,   3141.21
200512,   3150.75,   3841.29,   2944.27,   2825.70,   3305.67
200601,   3150.06,   3883.04,   2912.50,   2907.76,   3305.10
200602,   3224.50,   4174.33,   3052.26,   2989.64,   3362.80
200603,   3283.21,   4059.47,   3061.89,   3021.52,   3403.25
200604,   3349.56,   4111.69,   3162.24,   2959.83,   3471.47
200605,   3352.67,   4277.62,   3137.69,   2918.03,   3551.63
200606,   3343.90,   4161.46,   2974.55,   2856.27,   3440.88
200607,   3083.76,   4148.51,   2915.63,   2630.51,   3334.76
200608,   3050.03,   4168.03,   2863.25,   2741.92,   3315.82
200609,   3147.11,   4179.49,   3045.33,   2802.42,   3377.98
200610,   3255.93,   4164.55,   3183.99,   2850.09,   3483.64
200611,   3388.66,   4367.33,   3333.15,   2893.62,   3594.00
200612,   3389.17,   4612.57,   3421.91,   2905.81,   3655.69
200701,   3452.34,   4615.98,   3379.52,   2936.56,   3799.72
200702,   3559.72,   4678.66,   3478.92,   3045.90,   3866.28
200703,   3505.91,   4671.40,   3414.49,   2962.07,   3778.76
200704,   3554.25,   4892.21,   3475.72,   2976.99,   3795.59
200705,   3679.34,   5117.49,   3649.69,   3182.74,   3935.82
200706,   3795.12,   5413.17,   3845.61,   3204.97,   4073.72
200707,   3574.11,   5021.86,   3829.01,   2864.04,   3666.72
200708,   3430.35,   4971.87,   3797.32,   2767.31,   3489.49
200709,   3495.89,   5002.45,   3880.22,   2816.69,   3532.47
200710,   3557.23,   5273.48,   4035.74,   2923.04,   3635.73
200711,   3655.95,   5427.26,   4220.35,   2984.57,   3651.34
200712,   3586.37,   5266.78,   3946.56,   2985.01,   3448.27
200801,   3513.76,   5451.15,   4017.70,   2878.08,   3320.06
200802,   3423.79,   5049.51,   3573.88,   2755.46,   3272.85
200803,   3333.34,   5189.72,   3464.31,   2737.38,   3029.84
200804,   3393.21,   5150.56,   3493.30,   2720.60,   2986.89
200805,   3508.90,   5556.89,   3736.47,   2757.56,   3101.72
200806,   3581.15,   5745.39,   3960.08,   2806.92,   3042.24
200807,   3100.72,   5227.66,   3383.72,   2559.30,   2484.88
200808,   3167.51,   4835.85,   3365.05,   2752.89,   2590.94
200809,   3298.41,   4863.07,   3500.76,   2812.95,   2604.48
200810,   3137.83,   4250.23,   3091.37,   2673.00,   2458.12
200811,   2612.45,   3518.89,   2558.93,   2372.96,   1975.96
200812,   2438.92,   3412.83,   2349.08,   2205.53,   1732.24
200901,   2509.27,   3394.08,   2415.84,   2383.97,   1730.41
200902,   2351.63,   3216.92,   2305.64,   2350.90,   1428.40
200903,   2233.37,   2820.28,   2187.32,   1943.04,   1224.98
200904,   2429.90,   2973.72,   2432.34,   2087.73,   1392.98
200905,   2654.57,   3269.20,   2722.94,   2103.23,   1625.44
200906,   2720.80,   3501.34,   2829.02,   2257.29,   1748.56
200907,   2690.31,   3355.53,   2901.10,   2282.54,   1807.65
200908,   2912.48,   3623.47,   3132.58,   2423.23,   1981.75
200909,   2991.90,   3675.68,   3192.01,   2490.37,   2146.84
200910,   3084.63,   3878.57,   3392.23,   2428.40,   2219.24
200911,   3103.02,   3868.62,   3327.85,   2259.50,   2113.52
200912,   3263.81,   4080.22,   3514.98,   2463.69,   2242.36
201001,   3349.32,   4159.35,   3748.47,   2547.34,   2267.76
201002,   3292.00,   4002.08,   3484.69,   2560.63,   2237.31
201003,   3428.75,   4135.99,   3644.55,   2592.61,   2326.74
201004,   3633.02,   4330.41,   3940.62,   2682.35,   2534.68
201005,   3703.58,   4492.91,   4046.28,   2627.43,   2594.43
201006,   3490.35,   4059.46,   3746.09,   2411.48,   2378.50
201007,   3172.72,   3768.68,   3426.17,   2386.20,   2354.35
201008,   3389.52,   4081.53,   3713.28,   2447.79,   2517.05
201009,   3281.77,   3947.54,   3521.15,   2403.98,   2341.35
201010,   3599.94,   4289.90,   3972.13,   2627.38,   2546.58
201011,   3734.17,   4492.48,   4237.68,   2698.91,   2613.50
201012,   3842.76,   4638.00,   4234.42,   2638.77,   2646.80
201101,   3998.93,   4986.69,   4514.05,   2796.23,   2906.98
201102,   3955.91,   5221.01,   4685.44,   2793.85,   2971.06
201103,   4096.79,   5488.22,   4861.88,   2888.52,   3069.55
201104,   4187.46,   5596.81,   4870.48,   2936.72,   3062.34
201105,   4394.88,   5753.52,   5049.03,   3133.43,   3109.38
201106,   4463.06,   5611.55,   5023.68,   3241.34,   3043.86
201107,   4295.01,   5426.81,   4668.78,   3019.97,   3000.87
201108,   4240.37,   5303.63,   4616.25,   2915.37,   2893.61
201109,   4113.85,   4949.41,   4320.41,   2826.70,   2663.76
201110,   3901.54,   4465.10,   4129.62,   2719.97,   2377.60
201111,   4293.98,   5090.52,   4609.47,   2874.54,   2721.65
201112,   4331.13,   5186.81,   4555.62,   2915.11,   2677.69
201201,   4379.84,   5210.61,   4575.95,   3003.79,   2727.14
201202,   4538.58,   5365.64,   4927.99,   3132.35,   2933.81
201203,   4705.37,   5603.45,   5256.59,   3177.23,   3061.89
201204,   4856.76,   5566.26,   5491.23,   3322.79,   3223.52
201205,   4874.25,   5524.26,   5416.70,   3346.92,   3185.93
201206,   4750.02,   5104.65,   5071.60,   3254.29,   2952.52
201207,   4626.43,   5035.17,   5034.44,   3270.52,   3010.06
201208,   4703.44,   5159.89,   5112.85,   3352.49,   2974.95
201209,   4809.86,   5245.39,   5313.55,   3405.35,   3088.98
201210,   4922.20,   5411.57,   5445.16,   3564.34,   3222.40
201211,   4888.02,   5382.69,   5193.43,   3497.79,   3260.40
201212,   4997.57,   5413.64,   5295.09,   3579.12,   3251.35
201301,   4958.86,   5504.99,   5327.65,   3567.54,   3363.74
201302,   5261.19,   5857.22,   5497.13,   3857.74,   3602.53
201303,   5349.87,   5914.84,   5579.97,   3936.55,   3662.00
201304,   5629.45,   6110.20,   5826.70,   4197.12,   3833.48
201305,   5846.69,   6170.34,   5929.34,   4296.03,   3886.07
201306,   5911.10,   6252.75,   6110.66,   4393.37,   4131.39
201307,   5601.15,   6034.34,   5683.16,   3984.33,   3997.29
201308,   5909.42,   6385.55,   6014.17,   4316.17,   4228.29
201309,   5684.03,   6236.10,   5983.92,   4158.37,   4080.90
201310,   5920.62,   6472.55,   6211.44,   4357.50,   4238.52
201311,   6287.26,   6770.49,   6526.10,   4518.28,   4409.72
201312,   6455.55,   6853.88,   6735.31,   4718.27,   4625.50
201401,   6530.35,   7041.99,   7021.38,   4774.40,   4777.73
201402,   6179.08,   6815.73,   6913.12,   4864.14,   4588.26
201403,   6487.09,   7180.85,   7224.06,   5177.47,   4751.19
201404,   6536.19,   7296.30,   7224.03,   5050.62,   4857.59
201405,   6544.37,   7546.65,   7163.39,   5045.28,   4776.27
201406,   6664.05,   7597.32,   7453.79,   5139.13,   4875.53
201407,   6570.83,   7452.98,   7261.29,   4227.12,   4673.71
201408,   6379.99,   7129.61,   7287.61,   4205.70,   4579.64
201409,   6714.73,   7402.88,   7540.03,   4442.48,   4777.91
201410,   6630.22,   7077.41,   7488.04,   4436.76,   4729.48
201411,   6839.71,   7141.43,   7607.96,   4738.17,   4902.63
201412,   7274.57,   6997.96,   7947.34,   4856.74,   5033.43
201501,   7285.98,   7031.00,   7884.24,   4815.12,   5101.29
201502,   7273.53,   6851.93,   7618.16,   4905.07,   4789.28
201503,   7694.16,   7112.31,   8283.43,   4966.60,   5152.21
201504,   7647.77,   6968.18,   8126.19,   5007.30,   5143.84
