This file was created by CMPT_IND_RETS using the 202403 CRSP database.
It contains value- and equal-weighted returns for 17 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,Food ,Mines,Oil  ,Clths,Durbl,Chems,Cnsum,Cnstr,Steel,FabPr,Machn,Cars ,Trans,Utils,Rtail,Finan,Other
  1981,  16.63, -15.33, -20.60,  12.69,  -0.03,  -7.82,   6.54,  -9.00,  -1.28,  -6.85, -13.87,  -5.21, -10.03,   6.10,  17.98,   9.29,   7.13
  1982,  40.14,  -2.24, -14.70,  54.82,  42.09,   6.23,  28.76,  22.01, -10.91,   2.55,  31.56,  58.19,  28.44,  22.64,  67.60,  22.84,  28.14
  1983,  24.23,  12.36,  27.96,  27.97,  21.76,  36.55,  12.30,  17.16,  39.70,  32.37,  24.02,  34.24,  37.56,  18.36,  27.17,  24.74,  14.89
  1984,  16.03, -17.65,  13.11,  -9.45,  -4.22,  -5.20,  10.21,  -4.63, -20.04,   6.54,  -7.40,   7.29,   5.25,  19.70,  -1.29,   9.63,   1.81
  1985,  57.59,  15.19,  21.58,  50.41,  30.03,  39.64,  37.69,  27.77,   7.45,  24.16,  21.19,  18.52,  25.49,  30.62,  41.64,  42.71,  34.66
  1986,  27.25,   8.01,  14.90,  24.81,  22.37,  33.66,  37.41,  26.38,  -5.91,   3.90,  -2.76,  17.54,   8.09,  26.87,  18.21,  12.10,  17.11
  1987,   6.07,  30.68,   8.30, -12.67,   2.62,  15.91,   8.59,  -1.33,  37.39,  -5.14,   8.99,   5.97, -16.13,  -7.17,  -4.88, -10.75,   7.78
  1988,  36.90,   1.86,  20.48,  37.87,   7.27,   9.99,  14.49,  22.12,  18.36,  27.73,   4.47,  31.49,  30.46,  17.81,  32.52,  18.08,  16.79
  1989,  40.27,  27.91,  36.45,  26.26,  16.06,  27.61,  48.54,  23.27,  11.70,  18.21,   7.35,  -2.05,  19.96,  32.29,  27.44,  27.21,  39.63
  1990,  12.44, -16.94,  -1.10, -22.84, -15.92,  -9.95,  17.45,  -4.99, -13.60,  -6.67,  -3.99, -20.67,  -9.90,  -1.13,  -5.84, -21.61, -11.83
  1991,  48.87,   3.61,   7.10,  76.23,  49.05,  34.40,  49.68,  46.23,  14.54,  43.89,  18.36,  11.92,  36.35,  24.29,  57.16,  53.25,  31.46
  1992,   2.98,  -3.42,   5.02,  18.27,   6.99,   7.03, -11.39,  18.67,  18.92,   9.41,   8.85,  41.36,   9.43,   8.45,  14.80,  27.61,  11.57
  1993,  -6.41,  32.10,  13.49,  -7.47,  25.07,   9.31,  -4.99,  11.63,  16.69,  16.89,  22.75,  51.85,  26.60,  12.72,   1.34,  12.09,  13.53
  1994,   6.73, -14.30,   2.42,  -6.71,  -3.96,  12.69,   9.06,  -1.04,   8.47,  -2.61,   8.62, -12.81,  -7.70, -11.15, -10.24,  -1.73,   0.91
  1995,  41.21,  15.78,  28.37,  10.49,  23.10,  27.12,  51.28,  22.40,  11.46,  16.22,  41.92,  15.39,  48.89,  31.68,  16.80,  51.64,  36.12
  1996,  23.16,   5.39,  27.66,  28.49,  15.78,  22.40,  24.08,  18.89,  12.38,  23.91,  34.38,  18.03,  22.45,   6.36,  18.41,  31.04,  10.57
  1997,  33.93, -15.93,  19.60,   1.73,  19.01,  20.06,  45.06,  33.34,  15.06,  21.74,  24.86,  27.44,  19.57,  27.69,  34.64,  49.12,  26.56
  1998,   5.16,   4.16,  -1.68,  -2.90,  10.28,  -9.94,  39.68,  31.34,  -7.39, -22.99,  43.60,  38.61,  -2.50,  11.11,  49.83,  10.35,  35.85
  1999, -13.12,  40.53,  19.51, -13.02, -11.28,  14.48, -11.34,  19.80,  60.39,   7.12,  71.00,  -2.11,   1.76, -13.84,  11.90,   0.41,  47.17
  2000,  22.17,   1.80,  27.63,  14.69, -20.97,  -2.35,  32.39, -18.46,  -7.90,  -4.86, -22.69, -19.03,  19.63,  52.29, -13.99,  25.40, -34.38
  2001,  -3.85,   9.95, -16.09,   2.37,  14.65,  -9.39, -10.81,  16.70, -35.61,  12.21, -30.44,   8.65, -10.19, -10.19,   7.23,  -4.63, -12.19
  2002,  -1.40,   0.90,  -9.73,  -1.18,  -2.72,  -6.58, -17.45, -28.22, -34.98,  -1.82, -35.42, -18.62,  -4.99, -22.06, -17.78, -12.07, -29.68
  2003,  14.52,  74.93,  26.87,  35.68,  17.35,  27.34,  18.02,  47.59,  77.58,  37.93,  64.17,  47.40,  25.67,  25.60,  26.97,  32.30,  29.01
  2004,   8.51,  10.69,  32.20,  23.42,  14.01,  23.22,  -0.38,  23.45,  23.36,  29.19,  -2.15,   4.22,  17.93,  24.79,  11.83,  14.17,  13.07
  2005,  -1.32,  41.70,  32.11,   1.54, -11.11,  -0.06,   6.49,  11.51,  14.71,  -1.10,   6.78, -20.33,  13.42,  17.60,   5.66,   8.05,  -0.92
  2006,  17.63,   8.17,  23.37,  22.57,  18.06,  15.86,  13.88,  -1.27,  45.39,  15.76,  12.46,  20.14,  17.13,  20.94,  11.81,  16.39,  14.87
  2007,  19.42,  54.06,  30.71,  -9.78, -12.23,  31.35,   6.15, -19.89,  32.51,  12.68,  22.05,   0.09,   9.12,  18.77,  -0.84, -15.07,   5.95
  2008, -21.28, -53.00, -31.34, -35.54, -41.79, -49.41, -16.50, -27.87, -59.95, -35.64, -46.48, -51.53, -32.54, -28.33, -20.52, -49.75, -37.80
  2009,  22.08,  81.20,  11.19,  51.26,  44.31,  67.92,  20.98,  20.82,  34.87,  26.01,  57.82,  65.48,  26.71,  14.79,  27.92,  16.67,  33.31
  2010,  14.17,  42.18,  20.08,  35.92,  31.38,  36.18,   8.72,  20.14,   7.86,  35.21,  23.30,  60.15,  24.51,   8.26,  17.86,  10.74,  16.29
  2011,   9.36, -29.91,   6.51,  12.16,  -5.15,  -3.78,  17.79,   2.39, -27.49,  -0.41,  -4.04, -20.72,   3.90,  20.88,  10.57, -14.24,   1.52
  2012,  10.35,  -1.92,   4.49,  15.11,  25.96,  16.60,  13.29,  48.55,   3.57,  19.32,  13.52,  23.01,  12.34,   3.72,  16.13,  27.75,  19.80
  2013,  27.48, -11.27,  26.46,  42.96,  45.04,  32.10,  34.84,  33.92,  29.48,  44.54,  22.71,  44.64,  50.26,  16.54,  33.81,  43.96,  41.24
  2014,  14.55, -21.63, -10.60,  12.71,   2.39,   5.65,  19.92,  15.71,   0.49,   1.32,  14.70,  10.24,  21.35,  23.40,  10.13,  11.84,  13.20
  2015,   9.48, -28.18, -19.28,   3.45,  -6.73,  -7.35,   7.53,  10.76, -30.93,  -4.65,  -7.39,  -3.96,  -9.29, -13.95,   8.12,   1.90,   4.49
  2016,   7.46,  59.23,  25.88,  -7.84,  15.38,  18.80,   2.03,   5.92,  46.33,  21.24,  23.45,   8.67,  20.55,  22.57,   3.46,  20.78,  10.29
  2017,  10.78,  17.98,   1.04,  25.20,   5.68,  32.20,  16.79,  39.70,  22.35,  21.65,  34.75,  13.60,  30.74,   9.99,  25.11,  23.79,  24.40
  2018,  -8.73, -28.84, -17.91,   0.37, -17.58, -16.96,  -1.18, -16.39, -27.36,  -9.96,  -7.12, -10.46,  -9.10,   1.50,   8.88,  -9.82,  -1.57
  2019,  23.30,  35.82,   7.71,  38.72,  37.35,   1.09,  21.41,  37.84,  10.78,  38.27,  38.81,  28.50,  19.98,  24.29,  24.27,  33.66,  36.36
  2020,   8.97,  37.28, -33.05,  22.27,  53.31,  15.41,  10.16,  25.76,   4.37,  34.28,  32.56, 153.76,   5.17,  -3.89,  41.34,   1.76,  35.84
  2021,  12.96,  27.31,  61.26,  15.58,   1.60,  22.17,  21.92,  52.20,  69.82,  17.21,  39.93,  47.05,  15.42,  20.18,  10.99,  31.05,  20.14
  2022,   6.85,  -7.57,  66.16, -28.53, -43.59,  -9.35,   3.76, -22.26,   7.09, -19.92, -25.50, -50.52,  -9.72,   2.88, -29.81,  -9.90, -27.77
  2023,  -3.37,  25.10,  -2.07,  10.29,  18.26,  -0.17,   3.50,  34.01,  33.52,  38.81,  47.30,  57.28,  19.41,  -4.61,  37.21,  13.94,  37.43


  Average Equal Weighted Returns -- Annual
,Food ,Mines,Oil  ,Clths,Durbl,Chems,Cnsum,Cnstr,Steel,FabPr,Machn,Cars ,Trans,Utils,Rtail,Finan,Other
  1927,  31.22,  39.78,   7.42,  14.88,   3.61,  45.74,  41.30,  11.66,  37.07,  52.10,  41.13,  24.71,  37.04,  42.70,  32.35,  38.77,  29.83
  1928,  30.28,  37.34,  58.68,  17.92,  13.58,  41.57,  33.66,  36.53,  84.63,  44.52,  64.85,  71.71,  15.96,  58.22,  49.33,  49.41,  33.93
  1929, -31.43, -35.47, -31.00, -45.57, -43.89, -13.81, -41.95, -33.83, -27.49, -18.17, -18.53, -58.21, -20.91,  18.23, -43.18, -15.12, -39.36
  1930, -29.64, -37.45, -48.09, -34.18, -46.40, -34.68, -25.24, -42.29, -43.02, -25.30, -39.42, -42.34, -42.67, -22.14, -38.24, -45.01, -36.12
  1931, -31.39, -34.59, -48.97, -26.20, -54.20, -46.09, -19.41, -48.80, -54.13, -47.15, -55.12, -43.22, -54.88, -39.02, -41.40, -50.72, -47.11
  1932,  21.78,  40.09,  44.59,  46.96,  -9.04,  19.93,  -1.18,  10.02,   2.91,  10.80,  -8.70,  -9.56,  10.49,  -5.54,  -4.87,  16.23,  11.05
  1933, 158.47, 123.68, 108.95, 150.52, 174.29, 182.90,  84.01, 201.69, 204.52, 176.27, 147.17, 157.74, 123.50, -13.94, 118.08,  60.32, 146.21
  1934,  20.05,  19.39,  -1.57,  13.41,  32.16,  32.34,  34.78,  26.04,   8.29,  26.06,  36.53,  14.96,  -0.46, -22.83,  55.81,  22.38,  22.62
  1935,  31.36,  34.88,  74.62,  38.66,  74.62,  36.66,  30.20,  67.76,  65.07,  99.64,  96.27,  90.30,  53.75, 113.55,  31.64,  72.59,  71.00
  1936,  41.41,  79.48,  60.73,  30.39,  83.11,  43.47,  22.73,  38.20,  70.69,  45.85,  54.86,  34.40,  64.65,  31.79,  59.19,  45.72,  51.84
  1937, -36.90, -39.60, -33.48, -51.70, -53.23, -39.46, -37.29, -46.14, -44.99, -51.31, -45.10, -60.08, -52.08, -41.34, -50.38, -46.73, -46.04
  1938,  20.74,  11.94,  18.79,  34.26,  34.88,  49.90,  36.27,  51.94,  52.45,  42.73,  41.08,  51.53,  24.15,  23.59,  41.12,  18.69,  50.29
  1939,  20.27,  27.71,  -7.13,  17.35,  -2.18,   5.98,  12.58, -14.45,  -5.16, -21.01,  -6.07,   1.57,   3.82,   3.04,   7.72,  -2.95,  -5.53
  1940, -11.90,  -6.10,  -7.31, -13.82,  -2.13,  -8.85,  -4.92, -18.40,   0.30,  -3.13,   7.79,   6.40, -16.26, -21.94,  -4.50,  -3.79, -10.81
  1941,  10.68,  -4.41,   7.92,  -4.17, -28.46,  -0.57,  -8.61, -16.27, -16.11, -28.04, -11.09, -23.11,   4.16, -43.10,  -8.27, -12.31,  -8.23
  1942,  21.18,  30.03,  35.22,  35.95,  91.72,  24.00,  23.37,  44.08,   9.13,  29.92,  30.90,  36.52,  50.67,  37.49,  18.60,  52.58,  49.01
  1943,  64.06,  46.15,  45.42,  67.22,  56.07,  28.77,  46.13,  57.83,  31.68,  55.90,  39.04,  71.43,  71.08, 113.34,  80.68,  86.54,  75.25
  1944,  27.99,  40.58,  23.71,  46.99,  48.29,  13.16,  27.28,  44.44,  34.54,  51.11,  38.85,  71.96,  58.27,  14.27,  47.46,  32.43,  42.44
  1945,  57.20,  56.40,  48.34,  83.71,  56.95,  53.12,  50.68,  60.00,  56.89,  46.66,  48.98,  71.12,  62.18,  81.75,  86.64,  63.60,  62.71
  1946,  -3.43, -13.48,   2.24,  -7.65, -15.54,  -4.59,   3.88,   1.37,  -1.87, -16.26, -13.93, -26.11, -27.78,   8.04,  -3.90, -12.13,  -7.10
  1947,  -4.76,   4.89,  41.88,   5.18,  -4.89,   7.73, -15.66,  -3.58,   6.87, -10.17,   7.33,   5.19,  -2.76, -12.64,  -7.69,   3.71,  -6.40
  1948, -10.07,   0.65,   7.21, -11.48,  -5.15,  -5.88,  -5.87,  -8.91,   1.35, -11.22,  -5.41, -16.19,   4.77,   8.66,  -0.98,  12.77,  -3.58
  1949,  28.94,   7.79,  14.17,  22.29,  26.38,  21.36,  28.95,  27.14,   5.58,  28.81,  16.76,  21.90,  15.31,  36.89,  26.74,  32.24,  22.95
  1950,  24.35,  58.51,  53.05,  38.57,  24.94,  43.73,   8.21,  31.23,  67.36,  21.83,  35.18,  46.22,  66.53,   6.38,  20.42,  21.89,  35.31
  1951,   9.17,  15.70,  30.97,  -4.72,  20.68,  31.19,  10.98,  18.77,  22.71,  20.70,  20.46,  10.22,   5.19,  25.88,   4.37,  27.21,  20.81
  1952,   2.72,  -0.17,  11.84,   2.92,   5.53,  -2.08,   0.09,   7.38,   4.00,   3.52,  11.86,  14.11,  18.95,  20.69,   7.26,  21.53,  11.27
  1953,  -0.91, -16.55,  -2.38,  -8.49,  -1.32,  -4.98,   1.76,  -2.97,  -8.32,  -2.65,  -3.59,  -9.15,  -8.27,   9.23,  -3.10,  -1.23,   4.40
  1954,  39.42,  70.08,  55.24,  47.70,  42.24,  50.78,  47.81,  67.92,  75.89,  62.95,  67.55,  42.18,  81.80,  27.79,  41.12,  66.68,  64.96
  1955,   8.42,  27.09,  23.90,  11.90,  20.19,  24.61,  19.50,  21.72,  40.33,  20.45,  22.57,  26.26,  24.41,  12.71,  16.28,  10.68,  18.58
  1956,   5.70,   5.54,  24.31,  -8.65,   4.44,  -0.70,   6.48,   9.34,  23.14,   5.97,  24.27,  -0.62,   4.89,   7.75,  -7.21,   2.06,   0.96
  1957,  -1.99, -27.07, -20.42, -20.35, -19.25, -14.81,  17.03, -10.01, -35.20, -18.42, -22.20, -17.85, -28.48,   6.53,  -2.24,  -0.66, -10.47
  1958,  54.36,  53.62,  38.68,  76.88,  63.03,  49.96,  72.82,  59.44,  63.68,  50.84,  59.25,  82.44,  65.31,  40.78,  56.82,  47.19,  76.85
  1959,   8.79,  11.35,  -8.67,  29.92,  36.96,  20.65,  29.37,  13.63,  18.94,   6.33,  26.72,  43.29,   1.77,   5.39,  17.66,   6.25,  24.15
  1960,  12.23,   4.96,   6.41,  -4.83,  -0.27,  -6.21,  10.02,  -3.54, -22.14, -20.12,  -8.19, -21.64,  -8.98,  21.16,   5.37,   5.04,  -1.40
  1961,  32.34,  39.70,  28.82,  42.58,  25.57,  21.20,  41.92,  19.30,  24.61,  28.60,  23.75,  37.74,  22.70,  31.06,  46.39,  40.08,  27.96
  1962, -12.71, -13.39,   5.68, -12.77, -19.52,  -8.88, -20.90, -17.39, -17.44,  -6.07, -17.81,  -0.12,   0.25,   0.32, -26.13, -14.19, -19.38
  1963,  14.66,  25.67,  33.48,  15.21,  17.28,  25.91,  12.84,  12.15,  23.86,  16.95,  12.97,  15.31,  26.04,  12.58,   8.58,   9.95,  13.33
  1964,  12.23,  45.02,  26.46,  21.21,  12.26,  28.16,  12.11,  18.41,  15.92,  19.71,  15.48,  17.54,  31.42,  16.92,  27.42,  -0.19,  16.36
  1965,  18.21,  25.58,  29.32,  36.65,  66.15,  34.25,  18.49,  33.52,  49.66,  40.53,  57.10,  29.79,  56.57,   3.47,  24.90,  10.69,  45.92
  1966, -12.80,   5.18,   7.54, -22.04,  -6.56, -10.20,  -7.37, -14.26,  -0.11,  -3.10,  -3.84,  -7.59,  -2.47,  -7.27, -17.39,  -9.00,  -0.46
  1967,  70.58,  90.00,  83.11,  84.37, 110.03,  49.87,  70.92, 103.00,  54.76,  83.29,  99.99, 114.67,  52.88,   5.23,  85.83,  82.89,  93.35
  1968,  44.80,  45.10,  51.94,  61.50,  45.71,  30.16,  24.40,  62.11,  31.36,  27.62,  20.74,  55.73,  31.46,  17.86,  64.02,  93.06,  38.35
  1969, -21.35, -32.63, -27.76, -38.54, -26.86, -25.70,  -6.62, -26.83, -32.39, -26.30, -26.51, -32.19, -38.87, -14.51, -19.26, -24.70, -22.78
  1970,  -0.18,  -1.95,   3.93,   2.83, -22.31,  -8.63,  -4.62, -14.09,  -9.06, -10.45, -21.77,  -7.18, -13.38,  17.76,  -7.83,  -6.31, -24.17
  1971,  19.47,  -8.80,   7.52,  21.74,  19.46,  18.30,  20.17,  23.11,   6.47,  21.02,  20.35,  40.85,  40.03,   4.94,  29.83,  19.84,  18.49
  1972,   3.90,  16.99,  19.48,  -6.80,   6.75,  15.48,  14.51,  -3.84,   8.38,   7.23,  13.69,   4.15,   2.38,  11.39,  -8.59,   1.62,   2.59
  1973, -26.38,  47.59,  12.49, -52.96, -52.93, -23.96, -34.59, -41.17,  -9.85, -32.77, -32.64, -51.07, -38.17, -15.62, -49.33, -40.56, -41.49
  1974, -17.22,  -9.88, -20.51, -29.45, -28.93,  -0.28, -19.43, -24.62,   3.57, -18.71, -31.87, -26.11, -16.13, -17.83, -27.30, -31.32, -24.80
  1975,  66.74,  36.72,  37.99, 104.88,  82.56,  58.21,  63.68,  71.76,  39.60,  76.41,  70.32,  88.96,  61.52,  48.85, 103.41,  38.45,  67.30
  1976,  30.92,  38.42,  65.62,  36.00,  54.01,  51.85,  27.43,  64.44,  34.83,  59.00,  60.67,  55.99,  49.19,  36.61,  39.43,  50.05,  52.86
  1977,  15.25,   3.18,  32.21,  15.45,  13.01,  13.69,  13.82,  22.44,   2.30,  19.72,  29.90,   5.60,  18.46,  11.78,  18.94,  25.26,  32.39
  1978,  23.71,  11.56,   5.67,  21.01,  20.58,  17.25,  21.59,  23.77,  19.29,  19.87,  38.34,  22.74,  24.80,  -0.98,  23.95,  26.65,  34.54
  1979,  27.39, 114.24, 161.84,  12.46,  29.85,  53.43,  38.71,  35.22,  46.04,  48.69,  49.86,  12.37,  36.78,  17.78,  22.27,  31.76,  41.81
  1980,  24.49,  44.54, 102.05,  20.39,  29.69,  34.02,  43.91,  28.83,  29.79,  32.98,  52.26,  19.80,  36.79,  16.35,  23.24,  29.10,  55.53
  1981,  12.73, -32.97, -37.69,  19.90,  10.54,  -5.50,  15.52,   0.97,  -2.20,  -1.74,  -8.16,   7.96,  -2.16,  12.86,  15.47,  14.63,   0.63
  1982,  45.77,   8.98, -42.43,  39.78,  35.55,  23.58,  42.24,  42.69,  -4.91,  12.10,  28.49,  56.81,  34.67,  27.73,  63.04,  29.19,  33.61
  1983,  42.18,  38.05,  22.73,  55.66,  47.98,  41.42,  27.36,  41.97,  53.29,  29.31,  34.21,  53.16,  41.67,  25.59,  50.28,  45.07,  33.35
  1984,   3.20, -30.71, -25.64, -11.05,  -9.32,  -1.83,  -6.64,  -4.36, -15.37,  -8.28, -21.49,  -3.56,  -8.60,  21.72,  -8.93,   4.01, -17.23
  1985,  30.52,  11.88, -14.01,  35.62,  27.14,  25.61,  45.43,  24.43,   8.52,  18.33,  14.88,  17.34,  23.91,  35.37,  27.61,  42.27,  28.05
  1986,   9.03,  26.88, -18.79,  32.14,   8.82,  14.48,  18.72,  13.38,   6.26,  12.55,  -3.75,  16.45,   6.94,  29.64,   6.86,  12.00,   3.85
  1987,  -8.33,  24.27,  20.58, -21.77, -11.00,  -4.00, -13.92, -11.58,  19.14,  -4.03, -10.46, -12.95, -14.16,  -7.16, -22.98, -11.93, -10.18
  1988,  15.15,   1.39,   7.74,  30.60,  25.38,  32.43,  15.42,  26.69,  45.78,  20.76,  20.37,  30.57,  29.87,  22.36,  33.34,  13.92,  19.64
  1989,  15.89,  -0.79,  36.24,  13.30,   2.50,  12.83,  13.99,  -3.94,  10.81,   7.24,   2.58,  -7.00,  10.92,  27.68,  11.53,   5.86,  16.74
  1990, -16.80, -26.38,  -2.07, -35.45, -33.97, -11.18, -14.80, -31.96, -24.92, -13.13, -19.72, -28.80, -25.20,  -2.29, -28.70, -32.86, -17.70
  1991,  30.11,  26.32,  10.18,  73.44,  71.47,  51.64, 162.39,  47.23,  23.46,  34.50,  58.28,  40.26,  41.66,  23.55,  56.20,  47.54,  66.32
  1992,   9.20,  21.77,  18.11,  25.20,  38.43,  10.64,  12.02,  34.59,  23.93,  18.48,  33.10,  53.49,  23.88,  14.27,  35.72,  56.79,  20.21
  1993,  13.60,  27.44,  33.52,  11.70,  28.96,  20.78,   8.97,  29.77,  55.61,  34.10,  25.58,  43.74,  37.26,  15.52,  12.26,  32.91,  21.10
  1994,  -4.79, -14.14,   2.29, -13.22,  -4.38,   5.85, -21.26, -14.04,  10.14,   2.06,   9.64,  -8.49,  -7.95,  -9.40, -20.16,   1.49,  -6.32
  1995,  24.12,  14.66,  19.62,  -6.67,   3.11,  18.06,  55.35,  22.77,   8.58,  22.46,  44.75,  -1.44,  19.96,  27.80,   0.90,  44.02,  39.92
  1996,  11.28,   8.60,  64.88,  15.04,  16.20,  16.91,  20.14,  19.06,  16.40,  16.68,  15.01,  16.10,  12.46,  13.63,  14.68,  24.50,  11.95
  1997,  17.92,   0.30,  18.84,   8.93,   2.83,  21.14,   5.49,  21.64,  26.86,  30.10,  18.93,   9.98,  31.52,  29.72,  15.18,  51.87,  11.70
  1998,   1.00, -24.74, -46.40,  -3.96,  -2.76, -17.21,   3.26,  -3.40, -24.86, -28.30,  -8.16,  -3.35,  -4.79,   9.95,  19.71,  -5.68,   0.81
  1999,  -7.14,  16.87,  27.13,  -9.05,  13.40,  17.69,  37.33,  -4.29,  20.48,  12.85,  79.83,  -5.16,   2.82,   1.16,   3.00,   0.93,  66.22
  2000,  12.36, -16.87,  94.94, -16.45, -22.37,  -3.37,  36.93,  -2.07, -30.91,   7.93,   0.26, -28.25,  -5.14,  45.52, -28.77,   8.06, -33.34
  2001,  39.05,   7.43, -13.15,  23.93,  25.77,  10.78,  36.44,  24.44,   0.48,  13.68,   7.85,  45.79,  17.21,  -1.40,  50.11,  32.15,  26.59
  2002,  -3.62,   4.81, -10.90,  17.98,   2.64,  -6.24, -28.21, -13.51, -30.61,  -9.00, -24.08,  -3.46,  -1.03, -11.85,  -6.98,  12.89, -26.41
  2003,  44.39, 132.29,  77.40,  51.75,  38.72,  50.36, 106.18,  71.39,  74.96,  51.19, 101.96,  52.79,  64.23,  29.35,  56.39,  51.22,  95.72
  2004,  20.64,  32.67,  51.81,  25.19,  17.58,  38.53,  16.37,  39.04,  64.60,  36.68,  11.70,   3.93,  31.56,  20.52,  24.68,  20.14,  20.18
  2005,   2.01,  40.44,  67.88,   8.54, -13.01,  -4.76,  -3.43,  13.69,  14.19,   9.64,   4.26, -14.09,   6.17,  12.50,   9.27,   5.23,  -2.13
  2006,  23.68,  14.58,   9.27,  27.14,  16.12,  28.60,  13.66,   3.61,  45.07,  32.25,  14.99,  16.77,  17.16,  22.06,  17.05,  16.55,  15.48
  2007,   9.31,  29.70,   6.73, -22.07, -18.20,   9.76,  -6.00, -29.26,  16.36,  11.38,   5.56, -10.19,  -7.46,  11.96, -20.96, -19.38,  -4.25
  2008, -32.95, -54.84, -53.90, -48.63, -57.77, -57.23, -32.06, -44.16, -50.32, -25.22, -51.98, -62.39, -38.46, -20.90, -48.38, -38.85, -48.27
  2009,  64.53, 123.37,  62.27, 103.78,  91.47,  86.54,  77.98,  52.26,  46.59,  48.72,  89.67, 159.58,  55.93,  18.74, 108.54,   5.45,  94.92
  2010,  20.34,  69.12,  41.27,  37.81,  28.09,  45.41,  23.02,  22.16,  26.48,  33.73,  37.58,  42.16,  29.18,  13.38,  31.68,  16.84,  28.70
  2011,  -7.05, -33.91,  -5.47,  -8.28,  -9.51,  -8.06,  -2.54, -18.84, -20.27, -18.36, -17.89, -29.99,  -6.06,  18.24,   0.49,  -8.69,  -9.71
  2012,  20.22,  -7.30, -10.93,  28.71,  29.50,  13.69,  23.19,  50.97,   7.68,  16.97,   7.93,  16.55,  15.66,   6.18,  20.37,  31.42,  18.11
  2013,  37.44, -16.83,  26.31,  46.34,  39.96,  34.63,  67.85,  36.96,  33.59,  56.59,  45.54,  61.18,  63.08,  21.00,  40.45,  44.24,  51.03
  2014,  15.12, -20.44, -37.61,   1.26,   1.55,  -0.89,  13.32,  -4.76, -16.31,  -2.00,   4.08,   8.33,  18.50,  21.89,  -2.66,  10.24,   5.81
  2015,   3.81, -47.30, -45.48, -14.27, -10.28, -14.83,  11.49,  -9.33, -36.33, -14.92,  -9.33, -12.44, -19.99,  -5.93, -14.69,   4.62,  -4.17
  2016,  23.17,  82.76,  35.32,   6.86,  23.79,  36.72, -14.22,  30.33,  54.84,  40.09,  26.20,  30.57,  24.14,  32.98,   4.30,  32.46,   7.37
  2017,   9.68,   0.06, -11.39,  24.12,   6.70,   7.88,  27.89,  31.45,  15.42,   8.70,  25.27,  18.51,  17.07,  11.58,  -3.67,  13.50,  21.19
  2018,  -9.77, -37.19, -37.91,   1.10, -13.67, -26.20, -28.36, -32.19, -11.05,   1.05, -15.14, -32.42, -19.91,   3.01, -12.16, -11.35, -12.77
  2019,  17.81,   5.96, -15.12,  25.41,  13.04,  19.77,  32.88,  42.87,  15.42,  18.68,  35.14,  33.14,  17.24,  20.86,   9.65,  26.03,  22.41
  2020,  18.66,  19.79, -31.96,  13.63,  95.15,  32.84,  21.12,  50.01,   3.12,  26.22,  59.57,  85.17,  21.30,  -0.47,  46.71,   2.41,  59.99
  2021,  15.29,  41.54, 102.92,  24.99,  37.41,  39.17,   0.77,  45.56,  59.64,  13.91,  27.54,  11.01,  22.06,  23.10,  49.99,  36.47,   6.68
  2022, -23.78,  18.41,  59.12, -36.40, -39.69, -15.93, -32.77, -23.67,   1.22, -18.98, -25.32, -36.12, -22.13,   7.89, -36.32, -12.54, -37.36
  2023,  -4.09,   8.88, -10.64,  12.25,   1.75,   1.68,  -6.12,  44.13,  38.21,  30.13,  13.22, -10.35,  21.01,  -0.92,   9.65,  12.90,   7.33


  Number of Firms in Portfolios
,Food ,Mines,Oil  ,Clths,Durbl,Chems,Cnsum,Cnstr,Steel,FabPr,Machn,Cars ,Trans,Utils,Rtail,Finan,Other
192607,     46,     22,     40,     26,      5,     14,     25,     13,     45,      6,     34,     31,     88,     21,     38,     13,     43
192608,     46,     22,     40,     26,      5,     14,     25,     13,     45,      6,     34,     31,     88,     21,     38,     13,     43
192609,     46,     22,     39,     26,      5,     14,     25,     13,     45,      6,     34,     31,     88,     21,     38,     13,     43
192610,     46,     22,     39,     26,      5,     14,     25,     13,     45,      6,     34,     31,     88,     21,     38,     13,     43
192611,     46,     22,     39,     26,      5,     14,     25,     13,     45,      6,     34,     31,     88,     21,     38,     13,     43
192612,     46,     22,     39,     25,      5,     14,     25,     13,     45,      6,     34,     31,     88,     21,     38,     12,     43
192701,     46,     22,     38,     25,      5,     14,     25,     13,     45,      6,     34,     31,     88,     21,     38,     12,     43
192702,     46,     22,     38,     24,      5,     14,     24,     13,     45,      6,     34,     31,     87,     21,     38,     12,     43
192703,     46,     22,     38,     24,      5,     14,     24,     13,     45,      6,     34,     31,     87,     21,     38,     12,     43
192704,     46,     22,     38,     24,      5,     14,     24,     13,     45,      6,     34,     31,     86,     21,     38,     12,     42
192705,     46,     22,     38,     24,      5,     14,     24,     13,     45,      6,     34,     31,     86,     21,     38,     12,     42
192706,     46,     22,     38,     24,      5,     14,     24,     12,     45,      6,     34,     31,     86,     21,     38,     12,     42
192707,     51,     25,     43,     28,      8,     14,     25,     15,     43,      6,     37,     33,     91,     23,     41,     16,     48
192708,     51,     25,     43,     28,      8,     14,     25,     15,     42,      6,     37,     33,     91,     23,     41,     16,     48
192709,     51,     25,     43,     28,      8,     14,     25,     15,     42,      6,     37,     33,     91,     23,     41,     16,     48
